,lyrics,artist,song,album_name,genres,spotify_id,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms
64364,"Moleque mimado bolado que agora chora (é)
Só porque eu mandei ajoelhar
Fazer um lalá por várias horas
Ele disse por aí que era o tal
Pega geral e apavora
Seduzi pra conferir
E percebi que era da boca pra fora...

É, dá pra perceber que existem vários
Falam demais, fingem que faz
Chega a ser hilário
Mal sabe a diferença de um clitóris pra um ovário
Dedilham ao contrário
Egoístas criando um orgasmo imaginário

Pouco importa pra ele se você também tá satisfeita
Esses caras ainda não aprenderam que 10 minutos é desfeita
Meia bomba que toma não aguenta o molejo da lomba
Se desmonta, tem medo e no final só me desaponta

Já fico arrependida
Seca, desacreditada e fria
Desse jeito desanima
Quero ser bem atendida

O que me anima é a habilidade na lambida
Malícia, muita saliva enquanto eu queimo uma sativa...

Lá lá lá lá...
Me lambe lá...
Lá lá lá lá, me lambe, me lambe
Me dê uma lambida lá...
Lá lá lá lá...
Me lambe lá...
Lá lá lá lá, me lambe, me lambe
Me dê uma lambida lá

É inacreditável, eles ficam sem ação
Quando a gente sabe o que quer e já mete a pressão
Tem que saber fazer senão gera contradição
Direitos de prazer iguais, mais compreensão

Isso daqui não tá de enfeite
Dá um jeito, se ajeite
Sem ser fake, então vai se deite
Se eu quero, respeite

O clima deixa de ser quente, confundiu minha mente
Falam demais, quando chega na hora a ação não é equivalente (não, não)
Nem vem, sou apenas mais uma com experiência e sabe quem tem
Vejo vários convencidos achando que no final mandou bem

Minhas amigas concordam também
Vocês podem ir mais além
Sem dedicação espantam um harém

Curvem-se, encostem os lábios na flor
Quebra esse tabu, isso não é nenhum favor (é)

O que me anima é a habilidade na lambida
Malícia, muita saliva enquanto eu queimo uma sativa...

Lá lá lá lá...
Me lambe lá...
Lá lá lá lá, me lambe, me lambe
Me dê uma lambida lá...
Lá lá lá lá...
Me lambe lá...
Lá lá lá lá, me lambe, me lambe
Me dê uma lambida lá...

Lá lá lá lá...
Me lambe lá...
Lá lá lá lá, me lambe, me lambe
Me dê uma lambida lá",Karol Conká,Lalá,Lalá,rap,2sEXTXpL0iPPbrXFuR81ir,33.0,2017,0.7909999999999999,0.8079999999999999,8.0,0.0,0.598,129.995,215880
64412,"Vai na pipoca e vai no bloco
Vai na pipoca e vai no bloco
Vai na pipoca e vai no bloco
Vai na pipoca e vai no bloco

De abada, de colar, vai de Ghandhy
De turbante elegante
Brasil tropical
Faz um gol, faz amor, dá um show
Que a olah chegou, vamos comemorar

Vim dizer pra você
Que encontrei a real fantasia
Hoje é você

Deu água na boca, água na boca
Água na boca, vou ficar com você
Deu água na boca, água na boca
Água na boca, a fantasia é você

Vai na pipoca e vai no bloco
Vai na pipoca e vai no bloco
Vai na pipoca e vai no bloco
Vai na pipoca e vai no bloco

De abada, de colar, vai de Ghandhy
De turbante elegante
Brasil tropical
Faz um gol, faz amor, dá um show
Que a olah chegou, vamos comemorar

Vim dizer pra você
Que encontrei a real fantasia
Hoje é você

Deu água na boca, água na boca
Água na boca, vou ficar com você
Deu água na boca, água na boca
Água na boca, a fantasia é você

Deu água na boca, água na boca
Água na boca, vou ficar com você
Deu água na boca, água na boca

Sai da frente!

Vim dizer pra você
Que encontrei a real fantasia
Hoje é você

Deu água na boca, água na boca
Água na boca, vou ficar com você
Deu água na boca, água na boca
Água na boca, a fantasia é você",Ivete Sangalo,Real Fantasia,Real Fantasia,"pop,latin,electronic",7jv5p1yulhMUYbueAgI4u3,22.0,2012,0.84,0.84,7.0,1.0,0.838,113.998,230533
64902,"Mistérios da Meia-Noite
Que voam longe

Que você nunca
Não sabe nunca
Se vão se ficam
Quem vai quem foi...
Impérios de um lobisomem
Que fosse um homem
De uma menina tão desgarrada
Desamparada se apaixonou...
Naquele mesmo tempo
No mesmo povoado se entregou
Ao seu amor porque?
Não quis ficar como os beatos
Nem mesmo entre Deus
Ou o capeta
Que viveu na feira...
Mistérios da Meia-Noite
Que voam longe
Que você nunca
Não sabe nunca
Se vão se ficam
Quem vai quem foi...
Impérios de um lobisomem
Que fosse um homem
De uma menina tão desgarrada
Desamparada, seu professor...
Naquele mesmo tempo
No mesmo povoado se entregou
Ao seu amor porque?
Não quis ficar como os beatos
Nem mesmo entre Deus
Ou o capeta
Que viveu na feira...
Mistérios da Meia-Noite
Que voam longe
Que você nunca
Não sabe nunca
Se vão se ficam
Quem vai quem foi...
Impérios de um lobisomem
Que fosse um homem
De uma menina tão desgarrada
Desamparada, seu professor...
Naquele mesmo tempo
No mesmo povoado se entregou
Ao seu amor porque?
Não quis ficar como os beatos
Nem mesmo entre Deus
Ou o capeta
Que viveu na feira...
Mistérios da Meia-Noite
Que voam longe
Que você nunca
Não sabe nunca
Se vão se ficam
Quem vai quem foi...
Impérios de um lobisomem
Que fosse um homem
De uma menina tão desgarrada
Desamparada, seu professor...
Composição: Zé Ramalho",Zé Ramalho,Mistérios Da Meia Noite,Voz & Violão - 40 Anos de Música,"mpb,folk",4rfhRnh6EEwcHgMHvYF5ir,38.0,2016,0.748,0.591,2.0,1.0,0.7,149.933,254039
64935,"Sobre a cabeça os aviões
Sob os meus pés os caminhões
Aponta contra os chapadões
Meu nariz
Eu organizo o movimento
Eu oriento o carnaval
Eu inauguro o monumento no planalto central
Do país

Viva a bossa-sa-sa
Viva a palhoça-ça-ça-ça-ça
Viva a bossa-sa-sa
Viva a palhoça-ça-ça-ça-ça

O monumento é de papel crepom e prata
Os olhos verdes da mulata
A cabeleira esconde atrás da verde mata
O luar do sertão
O monumento não tem porta
A entrada de uma rua antiga, estreita e torta
E no joelho uma criança sorridente, feia e morta
Estende a mão

Viva a mata-ta-ta
Viva a mulata-ta-ta-ta-ta
Viva a mata-ta-ta
Viva a mulata-ta-ta-ta-ta

No pátio interno há uma piscina
Com água azul de Amaralina
Coqueiro, brisa e fala nordestina e faróis
Na mão direita tem uma roseira
Autenticando eterna primavera
E nos jardins os urubus passeiam a tarde inteira
Entre os girassóis

Viva Maria-ia-ia
Viva a Bahia-ia-ia-ia-ia
Viva Maria-ia-ia
Viva a Bahia-ia-ia-ia-ia

No pulso esquerdo bang-bang
Em suas veias corre muito pouco sangue
Mas seu coração balança a um samba de tamborim
Emite acordes dissonantes
Pelos cinco mil alto-falantes
Senhora e senhores ele põe os olhos grandes
Sobre mim

Viva Iracema-ma-ma
Viva Ipanema-ma-ma-ma-ma
Viva Iracema-ma-ma
Viva Ipanema-ma-ma-ma-ma

Domingo é o Fino da Bossa
Segunda-feira está na fossa
Terça-feira vai à roça
Porém
O monumento é bem moderno
Não disse nada do modelo do meu terno
Que tudo mais vá pro inferno, meu bem

Viva a banda-da-da
Carmem Miranda-da-da-da-da
Viva a banda-da-da
Carmem Miranda-da-da-da-da",Caetano Veloso,Tropicália,Tropicalia 2,mpb,6juNy6ewMDMU38YRpgcWR3,37.0,2011,0.631,0.124,2.0,1.0,0.318,136.827,311240
64958,"Ele ia andando pela rua meio apressado
Ele sabia que tava sendo vigiado
Cheguei para ele e disse: Ei amigo, você pode me ceder um cigarro?
Ele disse: Eu dou, mas vá fumar lá do outro lado
Dois homens fumando juntos pode ser muito arriscado!!
Disse: O prato mais caro do melhor banquete é
O que se come cabeça de gente
Que pensa e os canibais de cabeça descobrem aqueles que pensam
Porque quem pensa, pensa melhor parado!
Desculpe minha pressa, fingindo atrasado
Trabalho em cartório mas sou escritor,
Perdi minha pena nem sei qual foi o mês
Metrô linha 743

O homem apressado me deixou e saiu voando
Aí eu me encostei num poste e fiquei fumando
Três outros chegaram com pistolas na mão,
Um gritou: Mão na cabeça malandro, se não quiser levar chumbo quente nos cornos
Eu disse: Claro, pois não, mas o que é que eu fiz?
Se é documento eu tenho aqui...
disse: Não interessa, pouco importa, fique aí!
Eu quero saber o que você estava pensando
Eu avalio o preço me baseando no nível mental
Que você anda por aí usando
E aí eu lhe digo o preço que sua cabeça agora está custando
Minha cabeça caída, solta no chão
Eu vi meu corpo sem ela pela primeira e última vez
Metrô linha 743

Jogaram minha cabeça oca no lixo da cozinha
Eu era agora um cérebro, um cérebro vivo à vinagrete
Meu cérebro logo pensou: que seja, mas nunca fui tiéte
Fui posto à mesa com mais dois
E eram três pratos raros, e foi o maitre que pôs
Senti horror ao ser comido com desejo por um senhor alinhado
Meu último pedaço, antes de ser engolido ainda pensou grilado:
Quem será este desgraçado dono desta zorra tôda?
Já ta tudo armado, o jogo dos caçadores canibais
Mas o negócio é que da muito bandeira
da bandeira demais meu Deus
Cuidado brother, cuidado sábio senhor
É um conselho sério prá vocês
Eu morri e nem sei mesmo qual foi aquele mês
Metrô linha 743",Raul Seixas,Metrô 743,As Profecias,"rock,classic rock,mpb",2hLjivRyTbdQtf25alPSFd,38.0,1991,0.625,0.366,2.0,1.0,0.635,88.057,167467
65113,"Mais uma dose?
É claro que eu estou a fim
A noite nunca tem fim
Por que que a gente é assim?

Agora fica comigo
E vê se não desgruda de mim
Vê se ao menos me engole
Mas não me mastiga assim

Canibais de nós mesmos
Antes que a terra nos coma
Cem gramas, sem dramas
Por que que a gente é assim?

Mais uma dose?
É claro que eu tô a fim
A noite nunca tem fim
Baby, por que a gente é assim?

Você tem exatamente
Três mil horas pra parar de me beijar
Hum, meu bem, você tem tudo, tudo
Pra me conquistar

Mas você tem apenas um segundo
Um segundo pra aprender a me amar
Você tem a vida inteira, baby, a vida inteira
Pra me devorar
Pra me devorar!

Mais uma dose?
É claro que eu tô a fim
A noite nunca tem fim
Por que a gente é assim?",Barão Vermelho,Por Que a Gente é Assim?,Maior Abandonado,brazilian rock,1PGIOBS3PCxqXhezIo5PLZ,43.0,1984,0.8,0.446,7.0,1.0,0.718,107.704,271533
65114,"Ah! Tenho de pouco surrados miudos malditos
Fui entrelaçado e já fui casado
Um tanto inibido
E pra muita gente sou um depravado

Ah! Julgo não ser enxerido
Nem intrometido
Tampouco ousado
É que estou saturado de tanta má lida
mesmo trabalhando como um condenado

Ah! Eu estou só vendo, sabendo, sentindo
e sofrendo calado sem tê-la ao meu lado...

É só vendo, sabendo, sentindo
e sofrendo calado sem tê-la ao meu lado

Vendo, sabendo, sentindo e sofrendo calado...",Di Melo,Má-lida,Di Melo,"funk,samba",7jWlZivu1xk20nBEboxyhm,8.0,1975,0.519,0.441,0.0,1.0,0.0813,121.72,211593
65271,"Meu amor se você for embora
Sabe lá o que será de mim
Passeando pelo mundo a fora
Na cidade que não tem mais fim
Ora dando fora, ora bola
Um irresponsável pobre de mim

Se eu te peço para ficar ou não
Meu amor eu lhe juro
Que não quero deixá-lo na mão
E nem sozinho no escuro
Mas os momentos felizes
Não estão escondidos
Nem no passado e nem no futuro

Meu amor não vai haver tristeza
Nada além de fim de tarde a mais
Mas depois as luzes todas acesas
Paraísos artificiais
E se você saísse à francesa
Eu viajaria muito mais muito mais

Se eu te peço para ficar ou não
Meu amor eu lhe juro
Que não quero deixá-lo na mão
E nem sozinho no escuro
Mas os momentos felizes
Não estão escondidos
Nem no passado e nem no futuro

Se eu te peço pra ficar ou não
Meu amor eu lhe juro
Que não quero deixá-lo na mão
E nem sozinho no escuro
Mas os momentos felizes
Não estão escondidos
Nem no passado e nem no futuro

Meu amor eu lhe juro
E nem sozinho no escuro
Mas os momentos felizes
Não estão escondidos
Nem no passado e nem no futuro",Marina Lima,à francesa,Marina Lima: Sissi Na Sua Ao Vivo,rock nacional,1uNdpvpOHZ64P2vk1DJTju,4.0,2000,0.7140000000000001,0.8909999999999999,8.0,1.0,0.6779999999999999,105.978,173400
65497,"Yeah, yeah

Hoje vamos desejar o bem
Sem olhar a quem
Acabar com a solidão
No ato de estender a mão

Peça tudo o que você quiser
Acredite na sua fé
Paz, saúde, vigor
Sucesso, alegria, esperança, amor

Aproveite todas as sensações
Sinta a chuva te molhar
E quando o sol chegar
Deixa esquentar

Tenha dentro do seu coração
Pureza e verdade
O que você transmitir
Volta com intensidade

Quando não souber o que pedir
Peça felicidade
Quando não souber o que doar
Doe sua metade

E depois
Vai sentir a energia (Pá, pá)
E satisfação de ver nascer um novo dia

Oh oh oh, oh oh oh oh
Oh oh oh, oh oh oh oh

Aproveite todas as sensações
Sinta a chuva te molhar
E quando o sol chegar
Deixa esquentar

Tenha dentro do seu coração
Pureza e verdade
O que você transmitir
Volta com intensidade

Quando não souber o que pedir
Peça felicidade
Quando não souber o que doar
Doe sua metade

E depois
Vai sentir a energia
E satisfação de ver nascer um novo dia

Oh oh oh, oh oh oh oh
Oh oh oh, peça felicidade",Melim,Peça Felicidade - Acústico,Peça Felicidade (Acústico),"pop,reggae",0x0nvnWLItdxqHNhUHj6Yn,62.0,2016,0.516,0.378,8.0,0.0,0.7509999999999999,144.06799999999996,136549
65888,"Envolvimento diferente eu ensino a vocês, a vocês
Eu vou sentar e vou quicar e vou descendo de uma vez, de uma vez

Esse hit é chiclete na tua mente vai ficar

Sento, sento, sento, sento, sento e quico devagar
Sento, sento, sento, sento, sento e quico devagar
Sento, sento, sento, sento, sento e quico devagar

Tu não precisa exagerar, muito menos se empolgar

Tu vai sentar, tu vai sentar, tu vai sentar devagar
Tu vai sentar, tu vai sentar, tu vai sentar devagar
Tu vai sentar, tu vai sentar, tu vai sentar devagar

O nosso bonde é sinistro
Vem cá que eu vou te ensinar

A descer, a subir, a quicar e rebolar
A descer, a subir, a quicar e rebolar
A descer, a subir, a quicar e rebolar
A descer, a subir, a quicar e rebolar
A quicar e rebolar
A quicar e rebolar (e aê, DJ?)
Escama só de peixe! (uaaaai!)
Cebruthius!

Envolvimento diferente eu ensino a vocês, a vocês
Eu vou sentar e vou quicar e vou descendo de uma vez, de uma vez

Esse hit é chiclete na tua mente vai ficar

Sento, sento, sento, sento, sento e quico devagar
Sento, sento, sento, sento, sento e quico devagar
Sento, sento, sento, sento, sento e quico devagar

Tu não precisa exagerar, muito menos se empolgar

Tu vai sentar, tu vai sentar, tu vai sentar devagar
Tu vai sentar, tu vai sentar, tu vai sentar devagar
Tu vai sentar, tu vai sentar, tu vai sentar devagar

O nosso bonde é sinistro
Vem cá que eu vou te ensinar

A descer, a subir, a quicar e rebolar
A descer, a subir, a quicar e rebolar
A descer, a subir, a quicar e rebolar
A descer, a subir, a quicar e rebolar
A quicar e rebolar
A quicar e rebolar (e aê, DJ?)
Escama só de peixe! (uaaaai!)
Cebruthius!",MC Loma e as Gêmeas Lacração,Envolvimento,Envolvimento,"funk,brega",1Wolb8MRcXR2IMMaELTRpE,54.0,2018,0.852,0.902,10.0,0.0,0.965,164.97099999999998,146526
66254,"Ta vendo aquele gringo subindo a favela
Ele ta te querendo, onde você tá?
Peguei minha bicicleta daí pude procurar

Já to no quarto morro, descendo a ladeira
Meu rego tá suado de tanto pedalar
Só falta você ter viajado pro Pará

Baby, uh
Esse loiro que eu quero (na cama, na cama, na cama)
Tá no Rio de Janeiro (na cama, na cama, na cama)
Te quero de corpo inteiro (na cama, na cama, na cama)
Mas eu só te encontro em fevereiro

Eu vou tremer o bumbum
Treme trem uh
Treme uh treme uh uh
Treme treme treme treme treme uh uh
Treme treme treme uh uh uh uh
Treme treme treme treme treme treme treme

Ta vendo aquele gringo subindo a favela
Ele ta te querendo, onde você tá
Peguei minha bicicleta daí pude procurar

Já to no quarto morro descendo a ladeira
Meu rego tá suado de tanto pedalar
Só falta você ter viajado pro Pará

Esse loiro que eu quero
Tá no Rio de Janeiro
Te quero de corpo inteiro
Mas eu só te encontro em fevereiro

Eu vou tremer o bumbum
Treme trem uh
Treme uh treme uh uh
Treme treme treme treme treme uh uh
Treme treme treme uh uh uh uh
Treme treme treme treme treme treme treme",Banda Uó,Gringo,Motel,"pop,brega",6VlMm0Dy0VlR0K1O8pZmIc,29.0,2012,0.7290000000000001,0.8740000000000001,6.0,0.0,0.409,104.999,185253
66327,"Tá em dúvida
Não sabe se é normal gostar de dois
Tá entre o que é e o que já foi
Vou te ajudar a decidir agora.

Vamo lá
Suponha que eu sou A e ele é o B
Que assim vai ser mais fácil de entender
Vou começar agora com as perguntas

Quem te leva ao céu? A
Sem te tirar do colchão? A
Quem é que tira o seu mel? A
Te deixa molinha no chão

Não tenha dúvida, quem? A
Te traz o céu pro colchão? A
Quem é que tira o seu mel? A
Te deixa molinha no chão
Acabou a sua dúvida.

Tá em dúvida
Não sabe se é normal gostar de dois (não é normal)
Tá entre o que é e o que já foi (ele já foi)
Vou te ajudar a decidir agora, oh

Vamo lá
Suponha que eu sou A e ele é o B
Que assim vai ser mais fácil de entender
Vou começar agora com as perguntas

Vamo lá, Vamo lá, Vamo lá, Vamo lá, Vamo lá

Quem te leva ao céu? A
Sem te tirar do colchão? A
Quem é que tira o seu mel? A
Te deixa molinha no chão

Não tenha dúvida, quem? A
Te traz o céu pro colchão? A
Quem é que tira o seu mel? A
Te deixa molinha no chão
Acabou a sua dúvida.

Quem? A
Te traz o céu pro colchão?
Quem é que tira o seu mel?
Te deixa molinha no chão
Acabou a sua dúvida.

Não tem mais dúvida
Não tem mais dúvida
Ele é o B eu sou o A
Com quem cê vai ficar

Não tem mais dúvida
Não tenha dúvida
Ele é o B eu sou o A
Com quem cê vai ficar.",Luan Santana,A - Ao Vivo,quando a bad bater (ao vivo),"sertanejo,pop,sertanejo universitario",1nVIlX3h3Ds9bH6JMQopIU,76.0,2019,0.647,0.787,1.0,1.0,0.535,128.121,179722
